书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者
https://book.douban.com/subject/25743459/,https://img1.doubanio.com/view/subject/s/public/s27105498.jpg,如果我们的语言是威士忌, ,7.8,3355人,[日]村上春树 / 林少华 / 上海译文出版社 / 2013-10 / 33.00元,暂无,村上春树
https://book.douban.com/subject/26708306/,https://img1.doubanio.com/view/subject/s/public/s28382929.jpg,北欧，冰与火之地的寻真之旅, ,8.6,4367人,[英] 迈克尔·布斯 / 梁卿 / 生活·读书·新知三联书店 / 2016-1 / 58.00元,1539年，在奥拉斯 • 马格努斯绘制的《海图》中， 这里还是一片海上巨怪频出的边陲之境，沉睡近500年之后，一跃成为地球上幸福感最为强烈的地区，仅剩天堂可... ,迈克尔·布斯
https://book.douban.com/subject/35166731/,https://img2.doubanio.com/view/subject/s/public/s33698803.jpg,缅甸小日子, ,8.6,1604人,[加]盖·德利斯勒 / 王大莹 / 后浪丨湖南美术出版社 / 2020-9 / 62.00元,暂无,盖·德利斯勒
https://book.douban.com/subject/35028954/,https://img9.doubanio.com/view/subject/s/public/s33666155.jpg,纵身入山海, ,8.5,1291人,库索 / 春潮 | 中信出版集团 / 2020-7 / 79.80,暂无,库索
https://book.douban.com/subject/1001885/,https://img2.doubanio.com/view/subject/s/public/s3186863.jpg,带一本书去巴黎, ,8.5,22946人,林达 / 生活·读书·新知三联书店 / 2002-5 / 35.00元,作者在浓厚的法国历史文化氛围中，用大量的历史细节和场景，丰富了对艺术、文化，对历史、社会，以及对“革命”的理解。 ,林达
https://book.douban.com/subject/30436197/,https://img2.doubanio.com/view/subject/s/public/s32278312.jpg,丹麦一年,追寻幸福生活的秘密,8.0,1546人,[英] 海伦•拉塞尔 / 李迎春 / 浦睿文化·湖南文艺出版社 / 2019-5 / 52.00元,暂无,海伦•拉塞尔
https://book.douban.com/subject/26480625/,https://img9.doubanio.com/view/subject/s/public/s28295504.jpg,午夜降临前抵达,A Central European Odyssey,8.0,1902人,刘子超 / 中信出版社 / 2015-9 / 49.80,暂无,刘子超
https://book.douban.com/subject/25753361/,https://img1.doubanio.com/view/subject/s/public/s27105787.jpg,最好金龟换酒, ,8.6,8010人,傅真 / 中信出版社 / 2013-11 / 39.80元,暂无,傅真
https://book.douban.com/subject/27623508/,https://img2.doubanio.com/view/subject/s/public/s29663281.jpg,走出荒野, ,8.4,1883人,[美]谢丽尔·斯特雷德（Cheryl Strayed） / 靳婷婷、张怀强 / 北京联合出版公司 / 2018-4-12 / 49.8,暂无,谢丽尔·斯特雷德
https://book.douban.com/subject/1917972/,https://img1.doubanio.com/view/subject/s/public/s2577057.jpg,在路上, ,7.8,48120人,[美] 杰克·凯鲁亚克 / 王永年 / 上海译文出版社 / 2006-10 / 28.00元,青年学生萨尔为追求个性自由，与狄安（以卡萨迪为原型）、玛丽露等一伙男女开车横穿全美，一路狂喝滥饮，耽迷酒色，流浪吸毒，性放纵，在经过精疲力竭的漫长放荡后，开... ,杰克·凯鲁亚克
https://book.douban.com/subject/26912631/,https://img9.doubanio.com/view/subject/s/public/s29154885.jpg,道林·格雷的画像, ,8.9,9566人,[英] 奥斯卡·王尔德 / 孙宜学 / 浙江文艺出版社 / 2017-1-1 / 32.00元,暂无,奥斯卡·王尔德
https://book.douban.com/subject/20383609/,https://img3.doubanio.com/view/subject/s/public/s25108120.jpg,行者无疆, ,8.0,1569人,余秋雨 / 长江文艺出版社 / 2012-11-1 / 32.00元,15年前余秋雨开始以长途旅行方式实地考察文化。他从国内走到国外，从中华文明走到了其他文明。这期间，他以《文化苦旅》和《山河之书》作为考察中华文明的记录，以《... ,余秋雨
https://book.douban.com/subject/3698398/,https://img1.doubanio.com/view/subject/s/public/s3752378.jpg,万水千山走遍, ,9.0,6629人,三毛 / 北京十月文艺出版社 / 2009-4 / 20.00元,《万水千山走遍》内容为：三毛一生足迹遍布世界各地，《万水千山走遍》主要记录了她在中南美洲和祖国大陆的游历见闻和感受，作为读者，我们不妨跟随她的脚步，也做一次... ,三毛
https://book.douban.com/subject/35428763/,https://img9.doubanio.com/view/subject/s/public/s33904864.jpg,走过兴都库什山,深入阿富汗内陆,7.5,208人,[英]埃里克 ·纽比 / 李越 / 商务印书馆 / 2021-5 / 50.00元,伊夫林·沃作序力荐，《国家地理》杂志“100 本有史以来最伟大的探险类书籍”第16。著名旅行家埃里克·纽比最受欢迎的作品，阿富汗异域风情，兴都库什山绝地探险... ,埃里克 ·纽比
https://book.douban.com/subject/6126821/,https://img1.doubanio.com/view/subject/s/public/s29494718.jpg,远方的鼓声, ,8.4,5024人,[日] 村上春树 / 林少华 / 上海译文出版社 / 2011-8-1 / 32.00元,《远方的鼓声》是村上春树的游记，时间为1986-1989年，游历地区为欧洲，主要为希腊、意大利两个国家。“一天早上睁眼醒来，蓦然侧耳倾听，远处传来鼓声。鼓声... ,村上春树
https://book.douban.com/subject/27074861/,https://img2.doubanio.com/view/subject/s/public/s29497641.jpg,东京一年, ,6.9,20292人,蒋方舟 / 中信出版社 / 2017-8 / CNY 68.00,“二O一六年，我独自一人在东京生活了一年，东京也拯救了我。”受日本国际交流基金会之邀，蒋方舟在东京独居了一年。她越来越喜欢写漫长的日记，觉得孤独地生活一辈子... ,蒋方舟
https://book.douban.com/subject/27115882/,https://img1.doubanio.com/view/subject/s/public/s29526017.jpg,我不, ,6.6,10975人,大冰 / 湖南文艺出版社 / 2017-8 / 39.00元,暂无,大冰
https://book.douban.com/subject/26575812/,https://img2.doubanio.com/view/subject/s/public/s28259771.jpg,阿弥陀佛么么哒, ,7.0,28448人,大冰 / 湖南文艺出版社 / 2015-6-1 / 38.00元,暂无,大冰
https://book.douban.com/subject/1050339/,https://img3.doubanio.com/view/subject/s/public/s2166670.jpg,文化苦旅, ,7.7,79812人,余秋雨 / 东方出版中心 / 2001-4 / 22.00元,《文化苦旅》是余秋雨的第一部散文合集，所收作品主要包括两部分，一部分是历史、文化散文，散点论述，探寻文化；另一部分是回忆散文。 ,余秋雨
https://book.douban.com/subject/1288895/,https://img3.doubanio.com/view/subject/s/public/s10339010.jpg,在乌苏里的莽林中,乌苏里山区历险记：1902-1906年锡霍特山区考察记,9.0,393人,[苏] 弗·克·阿尔谢尼耶夫 / 人民文学出版社 / 2005-02 / 20.00元,弗·克 阿尔谢尼耶夫考察西伯利亚原始森林时，遇到了一位赫哲族猎人德尔苏·乌扎拉，请他做向导。流浪猎人乌扎拉譬觉灵敏 对山林无比熟悉能嗅到动物的气息。辨别人和... ,弗·克·阿尔谢尼耶夫
https://book.douban.com/subject/1818527/,https://img9.doubanio.com/view/subject/s/public/s1683226.jpg,中国国家地理, ,8.5,11334人,16.00,《中国国家地理》，原名《地理知识》，是一本关于地理的杂志月刊，由中国科学院、地理科学与资源研究所和中国地理学会主办。作为中国的国家地理杂志，内容以中国地理为... ,16.00
https://book.douban.com/subject/26587564/,https://img9.doubanio.com/view/subject/s/public/s28271465.jpg,我已与一万亿株白桦相逢,西伯利亚铁路纪行,8.0,2463人,胡成 / 广东人民出版社 / 2015-9 / 68.00元,记述作者在俄罗斯的西伯利亚铁路旅行经历。9288公里横贯欧亚大陆的西伯利亚铁路，是俄罗斯的脊髓，无数历史与城市依附铁路而生。作者搭乘列车旅行全程，记述沿途的... ,胡成
https://book.douban.com/subject/27120282/,https://img9.doubanio.com/view/subject/s/public/s29551595.jpg,寻路阿富汗,在历史与现实之间,8.4,577人,[英] 罗瑞·斯图尔特 / 沈一鸣 / 北京大学出版社 / 2017-8-1 / 49.00元,2000年，27岁的罗瑞·斯图尔特开始他徒步穿越亚洲的计划，在伊朗、尼泊尔、印度和阿富汗几个国家内分阶段各自走了一部分，全程合计近万公里。《寻路阿富汗》记录... ,罗瑞·斯图尔特
https://book.douban.com/subject/30177173/,https://img2.doubanio.com/view/subject/s/public/s29756103.jpg,假如真有时光机, ,7.9,7656人,[日] 村上春树 / 施小炜 / 南海出版公司 / 2018-5-1 / 49.00,《假如真有时光机》是村上春树周游世界各地，写下的妙趣横生的随笔集。在遍布苔藓的冰岛，邂逅没有尾巴的羊和可爱的迷途之鸟；再访《挪威的森林》的起点希腊小岛，在日... ,村上春树
https://book.douban.com/subject/26417288/,https://img9.doubanio.com/view/subject/s/public/s28101845.jpg,徐霞客游记, ,9.3,67人,徐霞客 / 朱惠荣、李兴和 / 中华书局 / 2015-5 / 199.00,《徐霞客游记》是明代伟大的旅行家、地理学家、史学家、文学家徐霞客所著的一部日记体的中国地理名著。徐霞客在34年旅行中记录下了六十余万字的游记资料，死后由他人... ,徐霞客
https://book.douban.com/subject/30177716/,https://img2.doubanio.com/view/subject/s/public/s29722331.jpg,我在印度的701天, ,7.5,865人,郭菲 / 上海文化出版社 / 2018-3 / 49.8元,2014 年，笔者参加国家汉办/孔子学院外派汉语教师项目，于2014-2016学年在印度顶级大学印度理工学院甘地分校担任汉语教师，成为该大学第一位中国教师。... ,郭菲
https://book.douban.com/subject/30358504/,https://img2.doubanio.com/view/subject/s/public/s29914741.jpg,当我在一个仲夏清晨出走, ,8.6,458人,[英]洛瑞·李 / 王柯月 / 新星出版社 / 2018-11 / 56,暂无,洛瑞·李
https://book.douban.com/subject/30303993/,https://img2.doubanio.com/view/subject/s/public/s33669032.jpg,北欧，凛冽的世界尽头, ,8.0,845人,马蜂窝 出品、王家敏 主编 / 春潮 | 中信出版集团 / 2018-9 / 88.00元,历经十几个小时的航行，你终于行走在北欧的大街上，但很快你会发现，身边的北欧人个个“面色冷漠”，几乎没有谁会因为你的东方面孔而表现出好奇。他们克制疏离，排队等... ,马蜂窝 出品&王家敏 主编
https://book.douban.com/subject/4313080/,https://img1.doubanio.com/view/subject/s/public/s28893758.jpg,旅行的艺术, ,8.7,2918人,(英)阿兰·德波顿 / 南治国、彭俊豪、何世原 / 上海译文出版社 / 2010-1 / 36.00元,暂无,阿兰·德波顿
https://book.douban.com/subject/35331765/,https://img1.doubanio.com/view/subject/s/public/s33809927.jpg,魔法的语言, ,6.6,494人,[日]星野道夫（Michio Hoshino） / 曹逸冰 / 广西师范大学出版社 / 2021-1 / 42.00元,暂无,星野道夫
https://book.douban.com/subject/26894364/,https://img9.doubanio.com/view/subject/s/public/s29103045.jpg,反正竞赛还很长, ,8.3,4631人,[韩]罗英石 / ATELOO / 理想国丨广西师范大学出版社 / 2016-10 / 52.00,暂无,罗英石
https://book.douban.com/subject/35005708/,https://img2.doubanio.com/view/subject/s/public/s33640631.jpg,仿佛若有光,大理访谈录,8.4,732人,黄菊 / 北京联合出版公司 / 2020-5 / 68.00,十四位新移民在大理的生活故事，这些大理的故事，来自洱海西岸的苍山、古城、喜洲、银桥，也来自洱海东岸的双廊、伙山。他们的回忆将我们带回大理的古典时期，并以他们... ,黄菊
https://book.douban.com/subject/26700104/,https://img9.doubanio.com/view/subject/s/public/s28419285.jpg,穿越百年中东, ,8.5,3212人,郭建龙 / 中信出版集团 / 2016-1 / CNY 58.00,现代中东问题的起点，是首次世界大战后奥斯曼土耳其帝国的崩溃。在一战前，几乎整个中东地区都在奥斯曼帝国的羽翼之下，随着帝国的崩溃，一系列的阿拉伯国家建立起来。... ,郭建龙
https://book.douban.com/subject/30247391/,https://img9.doubanio.com/view/subject/s/public/s33440305.jpg,老巴塔哥尼亚快车, ,8.2,737人,[美]保罗·索鲁 / 陈朵思、胡洲贤 / 人民文学出版社 / 2019-8 / 69.00元,暂无,保罗·索鲁
https://book.douban.com/subject/3607117/,https://img1.doubanio.com/view/subject/s/public/s3667048.jpg,稻草人手记, ,8.9,18006人,三毛 / 北京十月文艺出版社 / 2009-3 / 18.00元,暂无,三毛
https://book.douban.com/subject/26844348/,https://img1.doubanio.com/view/subject/s/public/s28996717.jpg,好吗好的, ,6.5,15087人,大冰 / 湖南文艺出版社 / 2016-8-1 / 39.00,暂无,大冰
https://book.douban.com/subject/34869787/,https://img9.doubanio.com/view/subject/s/public/s33514425.jpg,独居冰岛的一年,一个人在冰岛能有多孤独？,8.2,984人,嘉倩 / 天津人民出版社 / 2019-11 / 68.00元,在大多数人的观念中，冰岛寒冷、凛冽，拥有极致的自然风光，如冰川、极光，可是真正的冰岛生活究竟如何？在这本书中，嘉倩记录了自己到冰岛第一年的生活，第一次体验极... ,嘉倩
https://book.douban.com/subject/1962923/,https://img2.doubanio.com/view/subject/s/public/s3982801.jpg,西班牙旅行笔记, ,8.6,12025人,林达 / 生活·读书·新知三联书店 / 2007-1 / 49.00元,《西班牙旅行笔记》记述了作者在西班牙旅行的经历。面对西班牙既充满异域风情而又绚丽多彩的历史、艺术、人物和宫殿、教堂、城堡等文化精华，作者在描述其无与伦比的人... ,林达
https://book.douban.com/subject/26924986/,https://img2.doubanio.com/view/subject/s/public/s29184172.jpg,明天我要去冰岛, ,7.7,1564人,嘉倩 / 北京时代华文书局 / 2017-1-1 / 45.00,暂无,嘉倩
https://book.douban.com/subject/4618225/,https://img2.doubanio.com/view/subject/s/public/s4232721.jpg,不去会死！,环游世界九万五千公里的自行车单骑之旅,8.2,22195人,[日] 石田裕辅 / 刘惠卿 / 上海译文出版社 / 2010-4 / 28.00元,石田裕辅原是普通上班族，小学时在路边看到一位青年骑着载满行囊的自行车飞驰而过，那身影成为他潜意识里追逐的形象。于是，长大后发下“不去会死”的豪语，辞掉人人称... ,石田裕辅
https://book.douban.com/subject/35428765/,https://img9.doubanio.com/view/subject/s/public/s33918984.jpg,到马丘比丘右转,一步一步重新发现失落之城,7.6,123人,[美]马克·亚当斯 / 范文豪 / 商务印书馆 / 2021-5 / 60.00,暂无,马克·亚当斯
https://book.douban.com/subject/35070926/,https://img3.doubanio.com/view/subject/s/public/s33688300.jpg,废墟美国,北美铁锈地带行思录,8.5,168人,潘然 / 广东旅游出版社 / 2020-8 / 68.00元,本书以北美铁锈地带的废墟为切入点，描写了作者三年多来为了拍摄废弃建筑物，深入北美铁锈地带的各大城市时发生的有趣的探险故事，还发掘了一些隐藏在建筑物背后的故事... ,潘然
https://book.douban.com/subject/35637850/,https://img9.doubanio.com/view/subject/s/public/s34029074.jpg,水彩慢行记,小布老虎钢笔淡彩画集,9.6,26人,小布老虎有点忙 / 金城出版社 / 2021-11 / 72.00,暂无,小布老虎有点忙
https://book.douban.com/subject/35015924/,https://img9.doubanio.com/view/subject/s/public/s33648844.jpg,懒人瑜伽, ,8.3,76人,[英] 杰夫·戴尔 / 陈笑黎 / 浙江文艺出版社 / 2020-6 / 58.00元,暂无,杰夫·戴尔
https://book.douban.com/subject/34434959/,https://img2.doubanio.com/view/subject/s/public/s33737471.jpg,旅行之道,来自路上的启示,7.6,389人,[美]保罗·索鲁 / 张芸 / 理想国丨广西师范大学出版社 / 2020-9 / 108.00,暂无,保罗·索鲁
https://book.douban.com/subject/26899128/,https://img9.doubanio.com/view/subject/s/public/s29113225.jpg,前往阿姆河之乡, ,8.1,82人,〔英〕罗伯特•拜伦 / 顾淑馨 / 人民文学出版社 / 2016-12-1 / 49.00,英国旅行作家罗伯特‧拜伦在1933年展开了一场奇特的中东之旅。他从威尼斯出发，在塞浦路斯与友伴克里斯多夫会合，接着行经贝鲁特、耶路撒冷、巴格达和德黑兰，最后... ,〔英]罗伯特•拜伦
https://book.douban.com/subject/27128593/,https://img9.doubanio.com/view/subject/s/public/s29705055.jpg,伊斯坦布尔,一座城市的记忆,8.6,1283人,[土耳其] 奥尔罕·帕慕克 / 何佩桦 / 上海人民出版社 / 2018-4 / 76.00,暂无,奥尔罕·帕慕克
https://book.douban.com/subject/35428764/,https://img9.doubanio.com/view/subject/s/public/s33917256.jpg,彻悟,印度朝圣之旅,7.7,107人,[澳] 萨拉·麦克唐纳 / 向丽娟 / 商务印书馆 / 2021-6 / 55.00元,暂无,萨拉·麦克唐纳
https://book.douban.com/subject/26837796/,https://img1.doubanio.com/view/subject/s/public/s29449877.jpg,横越美国, ,8.3,127人,[美]约翰·斯坦贝克 / 麦慧芬 / 人民文学出版社 / 2017-1 / 45,本书讲述斯坦贝克在晚年和他的爱犬查理一起游历美国各地，进行了一段近一万英里的公路旅行。他开着与堂吉诃德坐骑同名的特制露营车“驽骍难得”，在一条重视外表、善于... ,约翰·斯坦贝克
https://book.douban.com/subject/26831788/,https://img3.doubanio.com/view/subject/s/public/s28958480.jpg,旅行与读书, ,7.8,4404人,詹宏志 / 中信出版集团 / 2016-8 / 49.00元,暂无,詹宏志
https://book.douban.com/subject/28553404/,https://img2.doubanio.com/view/subject/s/public/s33965532.jpg,逆时针旅行, ,暂无,少于10人,[英]迈克尔•弗莱恩 / 陈薇薇 / 生活·读书·新知三联书店 / 2021-8 / 48.00元,《逆时针旅行》收录了英国著名剧作家、幽默作家迈克尔•弗莱恩（戏剧代表作《哥本哈根》）20世纪六七十年代为《观察家报》撰写的14篇游记，描述他在德国、古巴、以... ,迈克尔•弗莱恩
https://book.douban.com/subject/26708780/,https://img9.doubanio.com/view/subject/s/public/s28383445.jpg,非洲三万里, ,7.5,3280人,毕淑敏 / 湖南文艺出版社 / 2016-1-1 / 48.00,暂无,毕淑敏
https://book.douban.com/subject/35433907/,https://img9.doubanio.com/view/subject/s/public/s33887195.jpg,碎嘴许美达的生活碎片, ,7.9,535人,许美达 / 中国大百科全书出版社 / 2021-4 / 58.00元,这本许美达的文集就像一只冒着热气的茶壶，是碎嘴许美达快嘴快笔唠出的热乎乎的一个又一个故事，每个故事都发自肺腑且一气呵成。这些故事告诉大家碎嘴是怎么长成的，曾... ,许美达
https://book.douban.com/subject/26997095/,https://img2.doubanio.com/view/subject/s/public/s29401511.jpg,温柔的夜, ,8.7,1524人,三毛 / 北京十月文艺出版社 / 2017-3 / 35,暂无,三毛
https://book.douban.com/subject/35478971/,https://img3.doubanio.com/view/subject/s/public/s33911240.jpg,重返帕米尔,追寻玄奘与丝绸之路,6.7,116人,侯杨方 / 上海译文出版社 / 2021-6 / 98.00元,暂无,侯杨方
