书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者
https://book.douban.com/subject/25932290/,https://img1.doubanio.com/view/subject/s/public/s27338939.jpg,认知与设计,理解UI设计准则（第2版）,8.8,519人,Jeff Johnson / 张一宁、王军锋 / 人民邮电出版社 / 2014-8-1 / CNY 69.00,本书语言清晰明了，将设计准则与其核心的认知学和感知科学高度统一起来，使得设计准则更容易地在具体环境中得到应用。涵盖了交互计算机系统设计的方方面面，为交互系统... ,Jeff Johnson
https://book.douban.com/subject/26102860/,https://img1.doubanio.com/view/subject/s/public/s28072517.jpg,设计心理学1,日常的设计,8.5,1814人,[美] 唐纳德•A•诺曼 / 小柯 / 中信出版社 / 2015-5-15 / 42.00元,如果在旅馆里弄不清楚怎么开水龙头，或者面对不熟悉的炉灶或电灯开关时，即使再聪明的人也会手足无措。唐纳德•A•诺曼大胆地指出，不是你太笨，而是物品的设计没有考... ,唐纳德•A•诺曼
https://book.douban.com/subject/4886100/,https://img9.doubanio.com/view/subject/s/public/s11230326.jpg,Web表单设计,点石成金的艺术,8.6,655人,[美] Luke Wroblewski / 卢颐、高韵蓓 / 清华大学出版社 / 2010-6 / 49.00元,精心设计的表单，能让用户感到心情舒畅，愉快地注册、付款和进行内容创建和管理，这是促成网上商业成功的秘密武器。本书通过独到、深邃的见解，丰富、真实的实例，道出... ,Luke Wroblewski
https://book.douban.com/subject/19934344/,https://img9.doubanio.com/view/subject/s/public/s17505146.jpg,交互设计沉思录,顶尖设计专家Jon Kolko的经验与心得,7.8,757人,Jon Kolko / 方舟 / 机械工业出版社华章公司 / 2012-10-1 / 49.00元,本书由交互设计领域的思想领袖Jon Kolko所著，是交互设计领域的里程碑之作。本书完美地将当代设计理论和研究成果融入交互设计实践中，将对交互设计的阐释和分... ,Jon Kolko
https://book.douban.com/subject/2297549/,https://img1.doubanio.com/view/subject/s/public/s2923557.jpg,用户体验的要素,以用户为中心的Web设计,8.2,4360人,Jesse James Garrett / 范晓燕 / 机械工业出版社 / 2007年10月 / 25.00,暂无,Jesse James Garrett
https://book.douban.com/subject/25716088/,https://img9.doubanio.com/view/subject/s/public/s27979205.jpg,界面设计模式（第2版）, ,8.5,153人,泰德维尔 (Jenifer Tidwell) / 蒋芳 / 电子工业出版社 / 2013-9-1 / CNY 119.00,暂无,泰德维尔
https://book.douban.com/subject/1440223/,https://img9.doubanio.com/view/subject/s/public/s4357645.jpg,Don't Make Me Think,A Common Sense Approach to Web Usability,8.4,1573人,"Steve Krug / New Riders Press / 18 August, 2005 / $35.00","Five years and more than 100,000 copies after it was first published, it's har... ",Steve Krug
https://book.douban.com/subject/6792322/,https://img2.doubanio.com/view/subject/s/public/s28035813.jpg,认知与设计,理解UI设计准则,8.7,1621人,Jeff Johnson / 张一宁 / 人民邮电出版社 / 2011-9-1 / 59.00元,本书语言清晰明了，将设计准则与其核心的认知学和感知科学高度统一起来，使得设计准则更容易地在具体环境中得到应用。涵盖了交互计算机系统设计的方方面面，为交互系统... ,Jeff Johnson
https://book.douban.com/subject/30531267/,https://img9.doubanio.com/view/subject/s/public/s32266735.jpg,情境交互设计,为生活而设计（第二版）,8.5,30人,[美]凯伦·霍尔兹布拉特（Karen Holtzblatt）、[美] 休·拜尔 （Hugh Beyer） / 朱上上、贾璇、陈正捷 / 清华大学出版社 / 2018 / 124.80,暂无,凯伦·霍尔兹布拉特&休·拜尔
https://book.douban.com/subject/34969052/,https://img9.doubanio.com/view/subject/s/public/s33576006.jpg,步步为赢,交互设计全流程解析,8.4,81人,董尚昊 / 人民邮电出版社 / 2020-1 / 79.8,本书以互联网公司中交互设计的完整流程为基础，涵盖了设计师在设计方案过程中的所有环节。本书将交互设计理论知识和设计方法与真实案例结合，系统介绍应用性较强的交互... ,董尚昊
https://book.douban.com/subject/34897704/,https://img9.doubanio.com/view/subject/s/public/s33525904.jpg,用户体验设计指南：从方法论到产品设计实践, ,8.3,98人,蔡贇、康佳美、王子娟 / 电子工业出版社 / 2019-11-20 / 99,现如今，在互联网领域，用户体验逐渐成为一个炙手可热的关键词，用户体验设计师也逐渐成为产品开发设计团队重要的成员。可以说，这是个用户体验为王的时代，人人都在讨... ,蔡贇&康佳美&王子娟
https://book.douban.com/subject/1894206/,https://img1.doubanio.com/view/subject/s/public/s7037768.jpg,Designing Interactions, ,9.0,510人,Bill Moggridge / MIT Press / 2006-11-24 / GBP 30.95,Digital technology has changed the way we interact with everything from the ga... ,Bill Moggridge
https://book.douban.com/subject/6024020/,https://img1.doubanio.com/view/subject/s/public/s6537277.jpg,关键设计报告,改变过去影响未来的交互设计法则,8.4,265人,[美] 比尔·莫格里奇 / 许玉铃 / 中信出版社 / 2011-6 / 218.00元,《关键设计报告:改变过去影响未来的交互设计法则》讲述了交互设计所有最基本的东西：交互设计的发展历史和由来，交互设计领域里的关键人物，交互设计的基本原则和方法... ,比尔·莫格里奇
https://book.douban.com/subject/25927569/,https://img1.doubanio.com/view/subject/s/public/s33888869.jpg,设计方法与策略,代尔夫特设计指南,8.2,516人,[荷] 代尔夫特理工大学工业设计工程学院 / 倪裕伟 / 华中科技大学出版社 / 2014-8-25 / 89.90元,暂无,代尔夫特理工大学工业设计工程学院
https://book.douban.com/subject/4723970/,https://img1.doubanio.com/view/subject/s/public/s4241529.jpg,人人都是产品经理, ,7.6,9032人,苏杰 / 电子工业出版社 / 2010年4月 / 45.00元,这是写给“-1到3岁的产品经理”的书，适合刚入门的产品经理、产品规划师、需求分析师，以及对做产品感兴趣的学生，用户体验、市场运营、技术部门的朋友们，特别是互... ,苏杰
https://book.douban.com/subject/26809374/,https://img9.doubanio.com/view/subject/s/public/s29680775.jpg,信息架构,超越Web设计 (第4版),8.1,188人,[美] 路易斯·罗森菲尔德、[美] 彼得·莫尔维莱、[美] 豪尔赫·阿朗戈 / 樊旺斌、师蓉 / 电子工业出版社 / 2016-5-1 / 128.00元,本书的前三个版本都是信息架构领域的开山著作。其中描述了信息组织的普遍和永恒原则，这一原则也适用于不断增长的移动世界。在第4版中，作者运用大量最新的插图和例子... ,路易斯·罗森菲尔德&彼得·莫尔维莱&豪尔赫·阿朗戈
https://book.douban.com/subject/3169342/,https://img9.doubanio.com/view/subject/s/public/s3431996.jpg,Web信息架构(第3版),设计大型网站,8.2,912人,Peter Morville、Louis Rosenfeld / 陈建勋 / 电子工业出版社 / 2008年8月 / 85.00,本书涵盖了信息架构基本原理和实践应用的方方面面。全书共7个部分，包括信息架构概述、信息架构的基本原理、信息架构的开发流程和方法论、信息架构实践、信息架构与组... ,Peter Morville&Louis Rosenfeld
https://book.douban.com/subject/4881989/,https://img2.doubanio.com/view/subject/s/public/s4388772.jpg,交互设计指南, ,7.6,302人,Dan Saffer / 陈军亮、陈媛嫄、李敏 / 机械工业出版社 / 2010年7月 / 33.00元,本书对交互设计的来源和本质作了很好的介绍。书中包含了作者十多年来对交互设计的一些深刻理解，对如何做好交互设计有很强的实践价值。在本书第3～8章中，贯穿了一个... ,Dan Saffer
https://book.douban.com/subject/34444463/,https://img9.doubanio.com/view/subject/s/public/s33925915.jpg,设计的思考,用户体验设计核心问答,8.1,110人,周陟 / 清华大学出版社 / 2019-6-1 / 无69元,本书是知名设计师历经7年沉淀的设计思路与方法论集合，其中既保留了个人的情绪与判断，也时常回想笔者多年来对设计理解的变化。内容包含五大部分：设计项目管理、设计... ,周陟
https://book.douban.com/subject/10557282/,https://img2.doubanio.com/view/subject/s/public/s28034473.jpg,About Face 3：交互设计精髓, ,8.8,511人,[美] 艾伦·库伯、[美] 罗伯特·瑞宁、[美] 大伟·克洛林 / 刘松涛 / 电子工业出版社 / 2012-3-1 / 98.00元,《About Face3交互设计精髓(经典再现软精装版)》是一本数字产品和系统的交互设计指南，全面系统地讲述了交互设计过程、原理和方法，涉及的产品和系统有个... ,艾伦·库伯&罗伯特·瑞宁&大伟·克洛林
https://book.douban.com/subject/30134184/,https://img2.doubanio.com/view/subject/s/public/s29686292.jpg,品牌交互化设计,UX/UI设计完全指导手册,8.1,16人,马克.斯皮斯 / 中国青年出版社 / 2017-10-1 / 89.90,暂无,马克.斯皮斯
https://book.douban.com/subject/19912141/,https://img2.doubanio.com/view/subject/s/public/s25807191.jpg,为真实的世界设计, ,8.6,731人,[美] 维克多·帕帕奈克 / 周博 / 中信出版社 / 2012-11-30 / 88.00元,《为真实的世界设计》是美国设计理论家维克多·帕帕奈克最重要的著作。在这本当时颇具争议的著作中，帕帕奈克提出自己对于设计目的性的新看法，即设计应该为广大人民服... ,维克多·帕帕奈克
https://book.douban.com/subject/30322083/,https://img1.doubanio.com/view/subject/s/public/s29865509.jpg,打造峰值体验, ,7.9,979人,[美] 奇普·希思、[美] 丹·希思 / 靳婷婷 / 中信出版社 / 2018-8 / 68.00元,暂无,奇普·希思&丹·希思
https://book.douban.com/subject/26710486/,https://img2.doubanio.com/view/subject/s/public/s28385241.jpg,用户体验度量：收集、分析与呈现（第2版）（全彩）, ,8.7,127人,【美】TOM TULLIS（汤姆 图丽斯）、【美】Bill Albert（比尔 艾博特） 著 / 周荣刚、秦宪刚 / 电子工业出版社 / 2016-2 / 99.00,如何量化用户体验对有效提高产品的使用质量至关重要。《用户体验度量：收集、分析与呈现（第2版）（全彩）》详尽地介绍了如何有效且可靠地收集、分析和呈现典型的用户... ,TOM TULLIS&Bill Albert[比尔 艾博特] 著
https://book.douban.com/subject/30395968/,https://img9.doubanio.com/view/subject/s/public/s33803676.jpg,交互设计语言,与万物对话的艺术,7.9,31人,清华出版社 / 2018-12 / 129,暂无,清华出版社
https://book.douban.com/subject/3279105/,https://img2.doubanio.com/view/subject/s/public/s3340712.jpg,About Face 3 交互设计精髓, ,8.6,1353人,Alan Cooper、Robert Reimann、David Cronin / 刘松涛 / 电子工业出版社 / 2008-11 / 72.00元,本书是一本数字产品和系统的交互设计指南，全面系统地讲述了交互设计过程、原理和方法，涉及的产品和系统有个人电脑上的个人和商务软件、Web应用、手持设备、信息亭... ,Alan Cooper&Robert Reimann&David Cronin
https://book.douban.com/subject/27023063/,https://img2.doubanio.com/view/subject/s/public/s29837501.jpg,交互系统新概念设计(用户绩效和用户体验设计准则)/UI\UE系列丛书,用户绩效和用户体验设计准则,8.1,33人,阿维·法利赛 (Avi Parush) / 机械工业出版社 / 2017-4-1 / CNY 79.00,暂无,阿维·法利赛
https://book.douban.com/subject/23708491/,https://img9.doubanio.com/view/subject/s/public/s26251595.jpg,设计师要懂心理学, ,7.5,1649人,[美] Susan Weinschenk / 徐佳、马迪、余盈亿 / 人民邮电出版社 / 2013-5-1 / 49.00元,《设计师要懂心理学》出自国际知名的设计心理学博士Susan M. Weinschenk之手，内容实用，示例清晰，以创造美观实用的设计为宗旨，讨论了设计师必须... ,Susan Weinschenk
https://book.douban.com/subject/26830207/,https://img1.doubanio.com/view/subject/s/public/s28866307.jpg,设计师要懂心理学2, ,7.7,100人,[美] Susan M.Weinschenk / 蒋文干 / 人民邮电出版社 / 2016-7 / 59.00元,国际知名的设计心理学专家的全新力作，内容面向未来、与时俱进，以创造直观、易用而又有吸引力的设计为宗旨，在《设计师要懂心理学》一书的基础上讨论了设计师必须知道... ,Susan M.Weinschenk
https://book.douban.com/subject/1288844/,https://img9.doubanio.com/view/subject/s/public/s1915036.jpg,设计心理学, ,8.2,3917人,（美国）唐纳德﹒A﹒诺曼、none / 梅琼 / 中信出版社 / 2003-10-1 / 23.00,设计心理学，ISBN：9787800739255，作者：（美）唐纳德·A.·诺曼（Donald A. Norman）著；梅琼译；梅琼译 ,唐纳德﹒A﹒诺曼&none
https://book.douban.com/subject/26760348/,https://img2.doubanio.com/view/subject/s/public/s28576021.jpg,用户故事地图, ,7.5,391人,Jeff Patton / 李涛、向振东 / 清华大学出版社 / 2016-4-1 / 59.00元,用户故事地图作为一种有效的需求工具，越来越广泛地应用于开发实践中。本书以用户故事地图为主题，强调以合作沟通的方式来全面理解用户需求，涉及的主题包括怎么以故事... ,Jeff Patton
https://book.douban.com/subject/1392475/,https://img9.doubanio.com/view/subject/s/public/s1554354.jpg,软件观念革命,交互设计精髓,8.7,461人,[美] Alan Cooper、[美] Robert M. Reimann / 詹剑锋、张知非 / 电子工业出版社 / 2005-05-01 / 89.00,本书是一本设计数字化产品的启蒙书，它在帮助您设计更有吸引力、更有效的对话框的同时，还将帮助您理解用户如何了解、学习您的软件，以及与之交互的方式。本书着重讲述... ,Alan Cooper&Robert M. Reimann
https://book.douban.com/subject/26464952/,https://img1.doubanio.com/view/subject/s/public/s28149558.jpg,服务设计与创新实践, ,7.7,226人,宝莱恩 (Andy Polaine)、乐维亚 (Lavrans Lovlie)、里森 (Ben Reason) / 王国胜、张盈盈、付美平、赵芳 / 清华大学出版社 / 2015-6-1 / CNY 69.00,产品经济的时代渐行渐远，在以服务为主导的新经济时代，在强调体验和价值的互联网时代，如何才能做到提前想用户之所想？如何比用户想得更周到？如何设计可用、好用和体... ,宝莱恩&乐维亚&里森
https://book.douban.com/subject/35219134/,https://img2.doubanio.com/view/subject/s/public/s33737293.jpg,在你身边为你设计Ⅲ,腾讯服务设计思维与实战,8.3,82人,腾讯公司用户研究与体验设计部 / 电子工业出版社 / 2020-9 / 118.00元,互联网+代表一种新的经济形态，即充分发挥互联网在生产要素配置中的优化和集成作用，将互联网的创新成果深度融合于经济社会各领域中，提升实体经济的创新力和生产力，... ,腾讯公司用户研究与体验设计部
https://book.douban.com/subject/27129563/,https://img2.doubanio.com/view/subject/s/public/s29533203.jpg,用户思维+：好产品让用户为自己尖叫, ,8.2,777人,[美] Kathy Sierra / 石航 / 人民邮电出版社 / 2017-9 / 69.00元,畅销产品与普通产品的本质区别是什么？若没有巨额预算、不爱营销噱头、不开奢华的产品发布会，如何打造可持续成功的产品？本书针对上述问题提出了新颖的观点：用户并不... ,Kathy Sierra
https://book.douban.com/subject/26857698/,https://img1.doubanio.com/view/subject/s/public/s28984259.jpg,体验设计白书, ,8.7,127人,张玳 / 人民邮电出版社 / 2016-8 / 49.00元,本书讲述体验设计理念。主要内容包括：体验的定义和设计原则，体验设计的流程及具体实例，体验设计过程中会用到的工具、遇到的主要问题。 ,张玳
https://book.douban.com/subject/25769796/,https://img9.doubanio.com/view/subject/s/public/s27137315.jpg,胜于言传：Web内容创作与设计的艺术, ,8.2,21人,[美] Janice(Ginny)Redish / 罗婷 / 机械工业出版社 / 2013-11 / 69.00元,暂无,Janice[Ginny]Redish
https://book.douban.com/subject/6522698/,https://img9.doubanio.com/view/subject/s/public/s6514475.jpg,IDEO，设计改变一切,设计思维如何变革组织和激发创新,7.5,1337人,蒂姆•布朗(Tim Brown) / 侯婷 / 北方联合出版传媒（集团）股份有限公司，万卷出版公司 / 2011-5-30 / 45.00元,暂无,蒂姆•布朗
https://book.douban.com/subject/4009856/,https://img9.doubanio.com/view/subject/s/public/s6068506.jpg,用户体验度量,收集、分析与呈现,8.1,404人,[美] 特里斯(Tullis.T.)、[美] 阿伯特(Albert.B.) / 周荣刚 / 机械工业 / 2009-8 / 49.00,有效地测量任何产品的可用性都需要选择和使用正确的度量．并要有效地利用它所揭 示出来的信息。《用户体验度量》首次介绍了相关实用资料．可以使可用性从业人员和产品... ,特里斯&阿伯特
https://book.douban.com/subject/23058339/,https://img3.doubanio.com/view/subject/s/public/s26041560.jpg,认知设计,提升学习体验的艺术,8.2,156人,Julie Dirksen / 简驾 / 机械工业出版社 / 2013-4 / 69.00元,作为一名老师、培训讲师、咨询顾问、教练、演讲嘉宾、领导者……你是不是经常为如何才能让你的教学、培训方式更有吸引力而煞费苦心？如何才能打动你的听众？如何才能为... ,Julie Dirksen
https://book.douban.com/subject/4837333/,https://img9.doubanio.com/view/subject/s/public/s23947206.jpg,写给大家看的设计书,实例与创意,8.2,957人,Robin Williams、John Tollett / 杨庆康 / 人民邮电出版社 / 2010-5 / 59.00元,《写给大家看的设计书:实例与创意》是两位世界级设计师的合作经典。他们用简练有趣的语言让复杂的设计问题变得通透易懂。从标志到名片，再从广告牌到宣传册，这里汇集... ,Robin Williams&John Tollett
https://book.douban.com/subject/6864391/,https://img1.doubanio.com/view/subject/s/public/s6951937.jpg,触动人心,设计优秀的iPhone应用,8.4,1073人,Josh Clark / 包季真 / 电子工业出版社 / 2011-10 / 79.00元,暂无,Josh Clark
https://book.douban.com/subject/27613238/,https://img9.doubanio.com/view/subject/s/public/s32344376.jpg,佐藤大：没有废弃方案, ,8.4,347人,【日】佐藤大 / 安可 / 文化发展出版社 / 2017-10 / 58,设计师绝不是一份帅气的工作，看不到的“废”方案以及完成这些方案的过程细节，蕴藏着设计师内心的纠葛与苦恼，也蕴含了仅凭“成功经历”“美谈佳话”无法理解透彻的最... ,佐藤大
https://book.douban.com/subject/26340963/,https://img1.doubanio.com/view/subject/s/public/s28023067.jpg,怦然心动——情感化交互设计指南（修订版）, ,6.9,61人,[美]Stephen P. Anderson / 侯景艳、胡冠琦、徐磊 / 人民邮电出版社 / 2015-3 / 49.00,本书精彩地阐述出了当人们访问网站，打开软件，购买实体产品和被某人吸引时的心理状态，并且非常深入地用心理学的方法解释了刺激和触发人类行为的因素。书中提供的众多... ,Stephen P. Anderson
https://book.douban.com/subject/3821157/,https://img1.doubanio.com/view/subject/s/public/s3857678.jpg,Web界面设计, ,8.7,634人,Bill Scott、Theresa Neil / 李松峰 / 电子工业出版社 / 2009年7月 / 80.00元,当前的Web已经进入崭新的时代！本书涵盖了在基于独一无二的Web环境下、在创建丰富体验的过程中设计Web界面的最佳实践、模式和原理。UI专家Bill Sco... ,Bill Scott&Theresa Neil
https://book.douban.com/subject/30302327/,https://img2.doubanio.com/view/subject/s/public/s29847631.jpg,以匠心，致设计：网易 UEDC 用户体验设计, ,7.7,171人,网易用户体验设计中心 / 电子工业出版社 / 2018-8 / 95.00元,暂无,网易用户体验设计中心
https://book.douban.com/subject/26313852/,https://img2.doubanio.com/view/subject/s/public/s27995593.jpg,点石成金,访客至上的Web和移动可用性设计秘笈,8.2,762人,[美] 克鲁格 (Steve Krug) / 蒋芳 / 机械工业出版社 / 2015-1-1 / CNY 59.00,《点石成金：访客至上的Web和移动可用性设计秘笈（原书第3版）》是一本关于Web设计原则而不是Web设计技术的书。《点石成金：访客至上的Web和移动可用性设... ,克鲁格
https://book.douban.com/subject/33405808/,https://img1.doubanio.com/view/subject/s/public/s32288778.jpg,交互思维：详解交互设计师技能树（全彩）, ,6.5,116人,WingST / 电子工业出版社 / 98元,一位合格的特别是优秀的交互设计师，应该掌握的技能有哪些？本书作者在互联网行业深耕九年，通过不断地思考与总结，对这个问题做了全面的回答。书中描绘了一张技能树地... ,WingST
https://book.douban.com/subject/20505765/,https://img9.doubanio.com/view/subject/s/public/s24610736.jpg,精益创业实战（第2版）, ,8.8,888人,Ash Maurya / 张玳 / 图灵文化发展有限公司 / 2013-1 / 39.00元,《精益创业实战(第2版)》融合了精益创业法、客户开发、商业模式画布和敏捷／持续集成的精华，讲解精益创业实战法。作者以自己的创业项目为主线，结合大量真实案例，... ,Ash Maurya
https://book.douban.com/subject/1314262/,https://img2.doubanio.com/view/subject/s/public/s2170151.jpg,情感化设计, ,8.1,2304人,[美] Donald A.Norman； / 付秋芳、程进三 / 电子工业出版社 / 2005-5 / 36.00元,暂无,Donald A.Norman；
https://book.douban.com/subject/30181078/,https://img2.doubanio.com/view/subject/s/public/s29726283.jpg,用户体验可视化指南, ,8.3,95人,James Kalbach / UXRen翻译组 / 人民邮电出版社 / 2018-1 / 79.00,第一部分，作者阐明了用户体验可视化的基础和价值，以及如何赋能企业和组织的战略规划。我们通过可视化方式将视野放的更宽，来帮助我们去重新审视所面临竞争者、重新审... ,James Kalbach
https://book.douban.com/subject/26947799/,https://img9.doubanio.com/view/subject/s/public/s29259415.jpg,无界面交互,潜移默化的UX设计方略,7.0,216人,[美]Golden Krishna / 杨名 / 人民邮电出版社 / 2017-1 / 49.00元,暂无,Golden Krishna
https://book.douban.com/subject/26899670/,https://img2.doubanio.com/view/subject/s/public/s29114423.jpg,决胜UX,互联网产品用户体验策略,7.9,88人,[美] Jaime Levy / 胡越古 / 人民邮电出版社 / 2016-11 / 59.00元,这本书展示了一个实践用户体验策略的可靠框架。这套框架特别为开发创新型产品设计，包含众多实用技巧。具体内容分为11章：第1章确定用户体验策略是什么；第2章确定... ,Jaime Levy
https://book.douban.com/subject/30221659/,https://img1.doubanio.com/view/subject/s/public/s29767879.jpg,用户体验设计：100堂入门课,100堂入门课,7.1,50人,[瑞典] 乔尔·马什 / 王沛 / 人民邮电出版社 / 2018-5 / 59.00元,本书共包含100个小课程，被归到不同的章节中，课程的顺序大致遵循真实项目中用户体验设计的实际流程，涵盖与用户体验相关的常见话题，包括：用户体验常识和基本概念... ,乔尔·马什
https://book.douban.com/subject/26424688/,https://img3.doubanio.com/view/subject/s/public/s28109620.jpg,设计心理学3,情感化设计（修订版）,7.8,752人,[美] 唐纳德•A•诺曼 著 / 何笑梅、欧秋杏 / 中信出版社 / 2015-6 / 42.00元,为了解释情感因素在设计领域扮演的角色，本书详细探讨情感元素的三个不同层面：包含本能的（ 产品的外观式样与质感）、行为的（ 产品的功能）和反思的（ 个人的感受... ,唐纳德•A•诺曼 著
https://book.douban.com/subject/21983611/,https://img1.doubanio.com/view/subject/s/public/s27376718.jpg,The Design of Everyday Things,Revised and Expanded Edition,8.9,286人,Don Norman / Basic Books / 2013-11-5 / USD 17.99,Even the smartest among us can feel inept as we fail to figure out which light... ,Don Norman
https://book.douban.com/subject/11228565/,https://img1.doubanio.com/view/subject/s/public/s24635349.jpg,101 Design Methods,A Structured Approach for Driving Innovation in Your Organization,8.9,77人,Vijay Kumar / Wiley / 2012-10-9 / USD 34.95,This is the first step-by-step guidebook for successful innovation planning. U... ,Vijay Kumar
https://book.douban.com/subject/3948372/,https://img9.doubanio.com/view/subject/s/public/s4078085.jpg,网站交互设计模式, ,7.1,158人,杜月 (Douglas K.Van Duyne)、蓝帝 (James A.Landay)、宏 (Jason L.Hong) / 孙昕、焦洪 / 电子工业出版社 / 2009-10 / 108.00,设计一个网站并不难，但要设计出一个让用户能够乐在其中，并且从中很快找到所需内容的网站并不是一件容易的事情。本书是一本专门解决网站可用性和易用性问题的实用书籍... ,杜月&蓝帝&宏
https://book.douban.com/subject/2157554/,https://img2.doubanio.com/view/subject/s/public/s25503752.jpg,赢在用户,Web人物角色创建和应用实践指,8.0,1205人,[美]Steve Mulder、[美]Zivv Yarr / 范晓燕 / 机械工业出版社 / 2007-08-01 / 29.00,您如何保证您的网站确实给予用户他们所需要的，并对您产生商业成果？您需要了解谁是您的用户，您的用户的目标、行为和观点是什么，还要把他们的需求当成您的第一要务。... ,Steve Mulder&Zivv Yarr
https://book.douban.com/subject/34940405/,https://img1.doubanio.com/view/subject/s/public/s33554177.jpg,设计的陷阱：用户体验设计案例透析, ,7.7,26人,[美] 乔纳森·沙利亚特、[加] 辛西娅 • 萨瓦德 • 索西耶 / 过燕雯 / 人民邮电出版社 / 2020-1 / 59.00元,设计师常常追求美观甚至完美的设计，但有时未能周全地考虑其设计可能产生的不利影响，进而在无意中对用户造成了伤害，甚至产生未曾预料的悲剧性后果。本书通过研究一些... ,乔纳森·沙利亚特&辛西娅 • 萨瓦德 • 索西耶
