书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者
https://book.douban.com/subject/30253253/,https://img3.doubanio.com/view/subject/s/public/s29797970.jpg,Python云原生：构建应对海量用户数据的高可扩展Web应用, ,暂无,少于10人,【印度】Manish Sethi / 宋净超 / 电子工业出版社 / 2018-7 / 89,《Python云原生：构建应对海量用户数据的高可扩展Web应用》以一个应用开发贯穿始终，从云原生和微服务的概念原理讲起，使用Python 构建云原生应用，并... ,Manish Sethi
https://book.douban.com/subject/34847656/,https://img2.doubanio.com/view/subject/s/public/s33493033.jpg,Micro Frontends in Action, ,,13人,Michael Geers / Manning Publications / 2020-6-4 / USD 49.99,Micro Frontends in Action teaches you how to put the theory of micro frontends... ,Michael Geers
https://book.douban.com/subject/26411563/,https://img2.doubanio.com/view/subject/s/public/s28094013.jpg,高性能网站建设指南（第二版）,前端工程师技能精髓,7.9,27人,Steve Souders / 刘彦博 / 电子工业出版社 / 2015-5 / 55.00元,《高性能网站建设指南：前端工程师技能精髓》结合Web 2.0以来Web开发领域的最新形势和特点，介绍了网站性能问题的现状、产生的原因，以及改善或解决性能问题... ,Steve Souders
https://book.douban.com/subject/27110700/,https://img1.doubanio.com/view/subject/s/public/s29514317.jpg,Interactive Data Visualization for the Web,An Introduction to Designing with D3,9.3,14人,Scott Murray / O′Reilly / 2017-8-31 / GBP 39.99,Create and publish your own interactive data visualization projects on the web... ,Scott Murray
https://book.douban.com/subject/26581686/,https://img2.doubanio.com/view/subject/s/public/s28314031.jpg,Java Web高级编程,涵盖WebSockets、Spring Framework、JPA Hibernate和Spring Security,8.5,85人,威廉斯 (Nicholas S.Williams) / 王肖锋 / 清华大学出版社 / 2015-6-1 / CNY 99.80,Java成为世界上编程语言之一是有其优势的。熟悉JavaSE的程序员可以轻松地进入到Java EE开发中，构建出安全、可靠和具有扩展性的企业级应用程序。编写... ,威廉斯
https://book.douban.com/subject/25723064/,https://img9.doubanio.com/view/subject/s/public/s27250675.jpg,大型网站技术架构,核心原理与案例分析,7.9,1791人,李智慧 / 电子工业出版社 / 2013-9-1 / 59.00元,《大型网站技术架构：核心原理与案例分析》通过梳理大型网站技术发展历程，剖析大型网站技术架构模式，深入讲述大型互联网架构设计的核心原理，并通过一组典型网站技术... ,李智慧
https://book.douban.com/subject/25856314/,https://img1.doubanio.com/view/subject/s/public/s27249387.jpg,Web性能权威指南, ,8.9,349人,Ilya Grigorik / 李松峰 / 人民邮电出版社 / 2013-9 / 69,本书是谷歌公司高性能团队核心成员的权威之作，堪称实战经验与规范解读完美结合的产物。本书目标是涵盖Web 开发者技术体系中应该掌握的所有网络及性能优化知识。全... ,Ilya Grigorik
https://book.douban.com/subject/25953851/,https://img9.doubanio.com/view/subject/s/public/s29237536.jpg,深入分析Java Web技术内幕（修订版）, ,7.5,287人,许令波 / 电子工业出版社 / 2014-8-1 / CNY 79.00,《深入分析Java Web技术内幕（修订版）》新增了淘宝在无线端的应用实践，包括：CDN 动态加速、多终端化改造、 多终端Session 统一 ，以及在大流... ,许令波
https://book.douban.com/subject/27204133/,https://img9.doubanio.com/view/subject/s/public/s29615255.jpg,Go Web 编程, ,8.1,115人,[新加坡]Sau Sheong Chang(郑兆雄) / 黄健宏 / 人民邮电出版社 / 2017-11-22 / 79,《Go Web 编程》原名《Go Web Programming》，原书由新加坡开发者郑兆雄（Sau Sheong Chang）创作、 Manning 出版... ,Sau Sheong Chang
https://book.douban.com/subject/35158850/,https://img1.doubanio.com/view/subject/s/public/s33696588.jpg,精通Django 3 Web开发, ,暂无,少于10人,黄永祥 / 清华大学出版社 / 2020-8-1 / 68,《精通Django 3 Web开发》是一本Django Web的技术总结，以Django 3.0版本实现。全书以一个完整的商城网站开发流程为主线，讲解了Dj... ,黄永祥
https://book.douban.com/subject/25768396/,https://img1.doubanio.com/view/subject/s/public/s27134708.jpg,深入浅出Node.js, ,8.5,1074人,朴灵 / 人民邮电出版社 / 2013-12-1 / 69.00元,本书从不同的视角介绍了 Node 内在的特点和结构。由首章Node 介绍为索引，涉及Node 的各个方面，主要内容包含模块机制的揭示、异步I/O 实现原理的... ,朴灵
https://book.douban.com/subject/3924175/,https://img2.doubanio.com/view/subject/s/public/s3935862.jpg,构建高性能Web站点,改善性能和扩展规模的具体做法,8.6,1315人,郭欣 / 电子工业出版社 / 2009-8 / 59.00元,本书围绕如何构建高性能Web站点，从多个方面、多个角度进行了全面的阐述，涵盖了Web站点性能优化的几乎所有内容，包括数据的网络传输、服务器并发处理能力、动态... ,郭欣
https://book.douban.com/subject/26745943/,https://img1.doubanio.com/view/subject/s/public/s28659699.jpg,CSS揭秘, ,9.4,414人,[希] Lea Verou / CSS魔法 / 人民邮电出版社 / 2016-4 / 99.00元,本书是一本注重实践的教程，作者为我们揭示了 47 个鲜为人知的 CSS 技巧，主要内容包括背景与边框、形状、 视觉效果、字体排印、用户体验、结构与布局、过渡... ,Lea Verou
https://book.douban.com/subject/19894872/,https://img1.doubanio.com/view/subject/s/public/s22783128.jpg,Head First HTML5 Programming（中文版）,用JavaScript构建Web应用的初学者指南,8.4,138人,埃里克•弗里曼 (Eric Freeman)、伊丽莎白•罗布森 (Elisabeth Robson) / 中国电力出版社 / 2012-9 / 78.00元,《Head First HTML5 Programming(中文版)》内容简介：你可能想创建具有动态性、交互性、包含丰富数据而且互连的Web页面。先等一下，... ,埃里克•弗里曼&伊丽莎白•罗布森
https://book.douban.com/subject/25786074/,https://img2.doubanio.com/view/subject/s/public/s27169241.jpg,HTML5权威指南, ,8.6,144人,[美] Adam Freeman / 谢廷晟、牛化成、刘美英 / 人民邮电出版社 / 2014-1 / 129.00元,《HTML5 权威指南》是系统学习网页设计的权威参考图书。本书分为五部分：第一部分介绍学习本书的预备知识和HTML、CSS 和JavaScript 的最新进... ,Adam Freeman
https://book.douban.com/subject/4719162/,https://img1.doubanio.com/view/subject/s/public/s4231089.jpg,高性能网站建设进阶指南,Web开发者性能优化最佳实践,8.9,408人,Steve Souders / 口碑网前端团队 / 电子工业出版社 / 2010年4月 / 49.80元,性能是任何一个网站成功的关键，然而，如今日益丰富的内容和大量使用Ajax的Web应用程序已迫使浏览器达到其处理能力的极限。Steve Souders是Goo... ,Steve Souders
https://book.douban.com/subject/27021790/,https://img2.doubanio.com/view/subject/s/public/s29728202.jpg,现代前端技术解析, ,8.8,95人,张成文 / 电子工业出版社 / 2017-4-1 / 79.00元,这是一本以现代前端技术思想与理论为主要内容的书。前端技术发展迅速，涉及的技术点很多，我们往往需要阅读很多书籍才能理解前端技术的知识体系。《现代前端技术解析》... ,张成文
https://book.douban.com/subject/1440223/,https://img9.doubanio.com/view/subject/s/public/s4357645.jpg,Don't Make Me Think,A Common Sense Approach to Web Usability,8.4,1573人,"Steve Krug / New Riders Press / 18 August, 2005 / $35.00","Five years and more than 100,000 copies after it was first published, it's har... ",Steve Krug
https://book.douban.com/subject/11511270/,https://img3.doubanio.com/view/subject/s/public/s11101670.jpg,WebGL Beginner's Guide, ,暂无,少于10人,Diego Cantor、Brandon Jones / Packt Publishing / 2012-6-15 / GBP 27.99,暂无,Diego Cantor&Brandon Jones
https://book.douban.com/subject/25986284/,https://img2.doubanio.com/view/subject/s/public/s28011613.jpg,单页Web应用,JavaScript从前端到后端,7.6,95人,米可夫斯基 (Michael S. Mikowski)、鲍威尔 (Josh C. Powell) / 包勇明 / 人民邮电出版社 / 2014-9-1 / CNY 69.00,《单页Web应用：JavaScript从前端到后端》是设计和构建大规模JavaScript单页Web应用(SPA)的宝贵指南，这些应用从前端到后端都使用Ja... ,米可夫斯基&鲍威尔
https://book.douban.com/subject/10546925/,https://img3.doubanio.com/view/subject/s/public/s8977570.jpg,白帽子讲Web安全, ,8.2,1064人,吴翰清 / 电子工业出版社 / 2012-3 / 69.00元,《白帽子讲Web安全》内容简介：在互联网时代，数据安全与个人隐私受到了前所未有的挑战，各种新奇的攻击技术层出不穷。如何才能更好地保护我们的数据？《白帽子讲W... ,吴翰清
https://book.douban.com/subject/10608238/,https://img3.doubanio.com/view/subject/s/public/s9066310.jpg,HTML5程序设计（第2版）, ,7.2,71人,[荷] Peter Lubbers、[美] Brian Albers、[美] Frank Salim / 柳靖、李杰、刘淼 / 人民邮电出版社 / 2012-5-15 / 59.00元,暂无,Peter Lubbers&Brian Albers&Frank Salim
https://book.douban.com/subject/3039216/,https://img2.doubanio.com/view/subject/s/public/s2966683.jpg,构建可扩展的Web站点, ,8.0,310人,Cal Henderson / 徐宁 / 电子工业出版社 / 2008 / 58.00元,随着Web 2.0网站的蓬勃发展，如何成功地构建可扩展的Web站点成为网站开发人员必备的技能。本书是Flickr.com的主力开发人员讲解构建可扩展的Web... ,Cal Henderson
https://book.douban.com/subject/26106868/,https://img2.doubanio.com/view/subject/s/public/s27728793.jpg,Java RESTful Web Service实战, ,5.8,30人,韩陆 / 机械工业出版社 / 2014-10-1 / 69.00,国内首本完整、深度地讲解如何基于Java标准规范实现REST风格的Web服务的专著，阿里巴巴Java技术专家12年开发经验结晶，3位业内著名技术专家联袂推荐... ,韩陆
https://book.douban.com/subject/3132277/,https://img9.doubanio.com/view/subject/s/public/s5914296.jpg,高性能网站建设指南,前端工程师技能精髓,8.5,991人,Steve Souders / 刘彦博 / 电子工业出版社 / 2008年 / 35.00元,本书结合Web 2.0以来Web开发领域的最新形势和特点，介绍了网站性能问题的现状、产生的原因，以及改善或解决性能问题的原则、技术技巧和最佳实践。重点关注网... ,Steve Souders
https://book.douban.com/subject/1879670/,https://img1.doubanio.com/view/subject/s/public/s1815418.jpg,撬动地球的Google, ,7.3,1091人,[美] 戴维·怀斯、马克·马西德 / 张岩 等 / 中信出版社 / 2006-9 / 35.00元,《撬动地球的Google》是有关google这家平民媒体公司的权威性记录，描述这家公司如何在最先进的技术驱动下不断前进，以及如何在短短几年内便对信息世界来革... ,戴维·怀斯&马克·马西德
https://book.douban.com/subject/10733304/,https://img1.doubanio.com/view/subject/s/public/s27269298.jpg,基于MVC的JavaScript Web富应用开发, ,8.3,366人,麦卡劳(Alex MacCaw) / 李晶、张散集 / 电子工业出版社 / 2012-5 / 59.00元,《JavaScript Web 富应用开发》Developing JavaScript Web Applications是 Alex MacCaw 的新作（... ,麦卡劳
https://book.douban.com/subject/3861113/,https://img9.doubanio.com/view/subject/s/public/s27254095.jpg,Head First Ajax（中文版）, ,8.8,82人,莱尔(Rebecca M.Riordan)、等 / 中国电力出版社 / 2010-7-1 / 78.00元,Head First Ajax（中文版），ISBN：9787508387918，作者：（美）赖尔 等著，苏金国 等译 ,莱尔&等
https://book.douban.com/subject/20274559/,https://img1.doubanio.com/view/subject/s/public/s24217138.jpg,Interactive Data Visualization for the Web, ,8.5,104人,Scott Murray / O'Reilly Media / 2013-3-22 / USD 29.99,Create and publish your own interactive data visualization projects on the Web... ,Scott Murray
